Node,Level,Total Cost,Priority Queue Size,Distance,Elapsed Time
Outline of law,8,0.5241901874542240,10347,45,305.717
Legality,9,0.525585412979126,10513,46,310.882
Ex post facto law,10,0.5187442302703860,10726,47,317.534
Special law,11,0.43224966526031500,11004,48,325.052
Legal rule,11,0.5076327919960020,11029,49,327.567
Case law,10,0.5263812839984890,11023,50,329.523
Unenforced law,8,0.528003454208374,11251,51,336.615
Say's law,7,0.5285336971282960,11437,52,342.616
Law of Iran,9,0.5290477275848390,11508,53,345.882
Private law,8,0.5293098092079160,11504,54,347.296
Rule of Law (disambiguation),9,0.5294258892536160,11709,55,353.542
Law of Asia,10,0.5330438911914830,11712,56,355.024
Walras' law,8,0.5332925915718080,11709,57,356.57
State law,9,0.5334811508655550,11709,58,358.107
Common law,9,0.5355836153030400,11718,59,359.826
Choice of law,10,0.5091051757335660,12242,60,372.672
Proper law,11,0.48830747604370100,12328,61,375.887
English law,9,0.535679280757904,12369,62,378.629
United States law,10,0.5208449959754940,13134,63,396.886
Law of Montenegro,9,0.5367390215396880,13129,64,399.107
Law of Greece,8,0.5368867516517640,13124,65,399.268
Law of England,8,0.5370888113975530,13120,66,401.052
Rule according to higher law,8,0.5375245213508610,13116,67,402.37
The rule of law,9,0.496893048286438,13436,68,410.625
Law of Africa,8,0.5385849475860600,13434,69,411.909
Law of Somalia,8,0.5389497578144070,13434,70,413.57
Law of Kiribati,9,0.5409440398216250,13433,71,415.417
Law of Eritrea,8,0.5410701632499700,13431,72,415.579
Health law,9,0.5410727858543400,13429,73,415.766
Medical Law,10,0.5209614932537080,13627,74,422.123
Medical law,10,0.5209614932537080,13627,75,423.523
International law,9,0.5413105487823490,13678,76,426.478
Law of Russia,10,0.5423493385314940,14598,77,447.073
Roman law,10,0.5427951216697690,15010,78,457.825
Law of Poland,9,0.5428290367126470,15678,79,474.078
Law of obligations,10,0.5430405735969540,15910,80,480.723
Roman Law,11,0.5427951216697690,16114,81,486.459
Law of the United Kingdom,9,0.5431751012802120,16097,82,487.812
Law of Brazil,8,0.5451244413852690,17839,83,525.662
German law,9,0.5363267660140990,18314,84,537.584
Legal case,10,0.5454031527042390,18312,85,539.725
Legal Case,11,0.5454031229019170,18357,86,543.151
English law (disambiguation),10,0.5459311902523040,18435,87,546.46
Insurance law,8,0.5460090935230260,18444,88,548.096
Sentence (law),8,0.5471317172050480,18630,89,553.57
Source of law,9,0.5359536409378050,18744,90,559.584
Law of Japan,9,0.5474346876144410,18744,91,561.657
Status (law),11,0.5486699342727660,19225,92,574.59
Code of law,9,0.5494511127471920,19224,93,575.883
Law in Africa,9,0.5494764149189000,19450,94,582.996
Law of Madera,10,0.4832342863082890,19798,95,592.209
Law of Indiana,9,0.5501168668270110,19797,96,592.37
Conflict of laws,8,0.5510282218456270,19797,97,593.668
Law of Kansas,9,0.5510571300983430,20042,98,603.271
Law of Rwanda,9,0.5515419542789460,20042,99,605.711
Law of Croatia,10,0.5515486001968380,20039,100,605.966
Law of the Philippines,10,0.5518529117107390,20116,101,610.026
Law of Nations,10,0.5525857210159300,20109,102,610.35
Godwin's Law,7,0.5537005066871640,20108,103,611.902
Godwin's law,8,0.5537005364894870,20108,104,613.512
Procedure in conflict of laws,12,0.5551551580429080,20305,105,619.687
Law of Iraq,11,0.5555087924003600,20367,106,622.815
The Law of Nations,10,0.5563899874687200,20636,107,631.486
International Law,11,0.5413105487823490,20666,108,633.568
Law of Mozambique,10,0.5565703213214870,20665,109,635.805
Sharia law,8,0.5566079616546630,20662,110,636.145
Law of Egypt,8,0.5570764541625980,20662,111,638.142
Law of Sweden,10,0.5571120977401730,20921,112,645.81
Law in Europe,10,0.557232141494751,21112,113,652.583
Law in Djibouti,11,0.4998639225959780,21424,114,660.664
Law in the United States,11,0.5181939005851750,21423,115,660.835
Law in Kiribati,11,0.5213603973388670,21422,116,662.153
Law in Ethiopia,11,0.5235776603221890,21421,117,662.314
Law in Cambodia,11,0.5240810811519620,21420,118,662.496
Law in Asia,11,0.5323248505592350,21419,119,662.688
Law in India,11,0.534447968006134,21419,120,664.459
Law of United Kingdom,11,0.5408600866794590,21418,121,665.732
Law in South Ossetia,11,0.5423848628997800,21417,122,667.113
Law of Akrotiri and Dhekelia,11,0.5433640480041500,21416,123,667.281
Law in Indonesia,11,0.5453718900680540,21415,124,667.446
Law in Iran,11,0.5469451248645780,21414,125,667.651
Law in Russia,11,0.5499308705329900,21413,126,667.845
Law in Abkhazia,11,0.5542463958263400,21412,127,669.205
Law in Rwanda,11,0.554326057434082,21411,128,669.37
Law in Eritrea,11,0.5573644042015080,21402,129,669.542
Natural law,11,0.5575273633003240,21401,130,669.721
Universal law,12,0.5061117708683010,23274,131,712.286
Brehon law,12,0.5499192476272580,23279,132,713.93
Law of Europe,11,0.5578728318214420,23256,133,715.233
State law (United States),10,0.5584496855735780,23255,134,716.891
Western law,12,0.5584750473499300,23488,135,723.889
Customary international law,10,0.5586853623390200,23704,136,730.764
Law in Mozambique,11,0.5587876439094540,23949,137,738.578
Walras's law,9,0.5588193535804750,23948,138,738.742
Law in Somalia,11,0.5594593584537510,23972,139,740.95
Law of South Africa,9,0.5596233606338500,23971,140,741.116
Law of Abkhazia,10,0.5599165558815000,24162,141,747.932
Statutes,11,0.5599805116653440,24147,142,748.107
LAW 80,9,0.5605875253677370,24146,143,749.423
Law of the Soviet Union,11,0.560806393623352,24240,144,753.521
Old Russian Law,11,0.5608103275299070,24568,145,762.859
Laws of war,11,0.5612555742263790,24568,146,764.219
Law of the Maldives,11,0.561443567276001,24568,147,765.625
Restatement of the Law,10,0.5617920756340030,24561,148,765.783
Law of Illinois,11,0.5623152852058410,24560,149,767.537
Justification (law),9,0.5624182522296910,24971,150,778.341
Criminal law,10,0.5625936388969420,24971,151,780.374
Mistake of law,11,0.4976085424423220,25467,152,793.68
Sumptuary law,11,0.5568798184394840,25505,153,796.274
Automatism (law),11,0.5579679906368260,26645,154,821.79
Law of Maldives,9,0.5626732707023620,26706,155,825.826
Law of Saudi Arabia,11,0.5627590417861940,26705,156,825.982
Law of Malaysia,11,0.5630437731742860,26698,157,827.342
Judgment (law),11,0.5635612607002260,26898,158,833.603
Law of China,9,0.5637813210487370,26968,159,836.845
Law in Japan,11,0.5641339719295500,26960,160,838.341
Legal realism,12,0.5641906559467320,26959,161,839.582
Soft law,11,0.5648356974124910,27104,162,844.867
Hard law,12,0.44036155939102200,27138,163,847.138
Law of the Netherlands,11,0.565131425857544,27140,164,848.797
Law of Thailand,9,0.5651707053184510,27343,165,855.687
Law of Obligations,10,0.5430405735969540,27736,166,866.511
Jurisprudence,9,0.5652192831039430,27727,167,868.144
Human law,10,0.4848203659057620,28493,168,886.535
The Law of Peoples,10,0.5086185932159420,28493,169,887.88
Man-made law,11,0.5384643077850340,28513,170,890.36
Unjust law,12,0.4966099262237550,28711,171,896.055
Law of nations,10,0.5525857210159300,28710,172,897.983
Political jurisprudence,10,0.5570089817047120,28709,173,899.282

Exceeded max time
