Node,Level,Total Cost,Priority Queue Size,Distance,Elapsed Time
Lynn Seymour,1,0.84396593272686,24128,69,529.218
Ludwig Minkus,1,0.8445133417844770,24223,70,532.538
La Esmeralda (ballet),1,0.8468023538589480,24334,71,536.16
Christopher Gable,1,0.8473604917526250,24480,72,541.13
Leningrad,1,0.8475600183010100,24549,73,543.843
Maurice Béjart,1,0.8480810672044750,24549,74,545.085
Yuriko Kimura,1,0.848199263215065,24597,75,547.59
Mikhail Baryshnikov,1,0.8491762578487400,24628,76,549.317
The New York Times,1,0.8493155390024190,24972,77,557.751
Faber and Faber,1,0.8494357466697690,26287,78,663.178
Tatar language,1,0.8495384752750400,26409,79,670.486
Ken Russell,1,0.8501050770282750,27074,80,686.249
The Nutcracker,1,0.8504703938961030,27481,81,698.051
Laurencia (ballet),1,0.851172685623169,28029,82,711.996
August Bournonville,1,0.852276623249054,28039,83,713.61
Jackie Kennedy Onassis,1,0.852438822388649,28166,84,717.223
Vladimir Medinsky,1,0.8528399169445040,28166,85,718.487
Manuel Legris,1,0.8528725355863570,28231,86,721.138
The Guardian,1,0.8530947715044020,28321,87,724.674
Gayane (ballet),1,0.8533109128475190,29420,88,745.542
Thames Television,1,0.8533743321895600,29490,89,748.316
Maria Tallchief,1,0.8546761572360990,29896,90,756.514
Oleg Vinogradov,1,0.8549828827381130,30464,91,768.431
Statelessness,1,0.8549888283014300,30508,92,770.709
Pierre Bergé,1,0.8551702052354810,31301,93,786.213
Nikita Khrushchev,1,0.8557281494140630,31373,94,789.172
Eva Evdokimova,1,0.8565546423196790,32631,95,813.149
Talitha Pol,1,0.8572193384170530,32654,96,815.004
Scheherazade (Rimsky-Korsakov),1,0.8585981875658040,32654,97,816.101
Kelim,1,0.8588095903396610,32986,98,823.722
Gelsey Kirkland,1,0.8588932603597640,32986,99,824.824
The Muppet Show,1,0.8589382469654080,33034,100,827.141
Swan Lake,1,0.8593549877405170,33398,101,834.721
André Malraux,1,0.8594033867120740,33924,102,846.263
Karen Kain,1,0.8594342172145840,34325,103,855.147
Ninette de Valois,1,0.8599944710731510,34386,104,857.908
The Independent,1,0.8607640862464910,34566,105,862.672
Mikhail Gorbachev,1,0.8614195138216020,34935,106,870.65

Exceeded max time
